Question	Answer	Source	Metadata
Estoy pensando en destituirte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando en ponerte de patitas en la calle inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando en jubilarte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a jubilarte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Creo que te voy a expulsar inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a expulsarte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a ponerte de patitas en la calle inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a destituirte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a abandonarte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a ponerte de patitas en la calle 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a ponerte de patitas en la calle pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a ponerte de patitas en la calle inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a ponerte de patitas en la calle ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a ponerte de patitas en la calle de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a ponerte de patitas en la calle muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a destituirte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Estoy pensando que voy a expulsarte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte inmediatamente 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte ya 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte de una vez 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a expulsarte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a abandonarte 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a retirarte muy pronto 	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Voy a despedirte en breve	Vale, te veo mañana. 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste bueno anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Sabes contar chistes graciosos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste bueno anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste malo anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste divertido anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste absurdo anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste que mole anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste gracioso anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste que mole anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste malo anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste divertido anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste absurdo anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste que mole anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Sabes contar chistes?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Sabes contar chistes buenos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Podrías contarme un chiste malo?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste que mole	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste gracioso anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Sabes contar chistes divertidos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste que mole	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste gracioso anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste bueno anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste malo anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste divertido anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste absurdo anda	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntanos un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste bueno?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Sabes contar chistes malos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te mola contar chistes?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te mola contar chistes buenos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te mola contar chistes malos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te mola contar chistes graciosos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te mola contar chistes divertidos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Se te da bien contar chistes divertidos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Se te da bien contar chistes graciosos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste malo?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste gracioso?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste divertido?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste ridículo?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contarme un chiste para niños?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Podrías contarme un chiste?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te mola contar chistes ridículos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te gusta contar chistes buenos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Sabes contar chistes ridículos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contar chistes?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contar chistes buenos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contar chistes malos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contar chistes graciosos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contar chistes divertidos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Se te da bien contar chistes ridículos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te gusta contar chistes?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te gusta contar chistes malos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te gusta contar chistes graciosos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te gusta contar chistes divertidos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Te gusta contar chistes ridículos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Se te da bien contar chistes?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Se te da bien contar chistes buenos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Se te da bien contar chistes malos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Puedes contar chistes ridículos?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste que mole por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste malo por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste divertido por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste que mole 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste gracioso por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste gracioso por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste bueno por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste absurdo por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste divertido por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste gracioso por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste bueno por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste bueno por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste divertido por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste absurdo por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste que mole 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste que mole por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuenta un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame un chiste malo por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste malo por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuéntame un chiste que mole	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
¿Podrías contarme un chiste gracioso?	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntanos un chiste que mole	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Anda cuenta un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste absurdo por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste que mole 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste que mole por favor 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste que mole	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste absurdo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste que mole	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste gracioso 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuenta un chiste malo 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos un chiste divertido 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Por favor cuéntame un chiste bueno 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Dime chistes divertidos 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntanos chistes ridículos 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame chistes divertidos 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame chistes ridículos 	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
Cuéntame chistes para niños	"Doctor, doctor, me duele aquí."  "Pues váyase allí." 	qna_chitchat_Witty	editorial:chitchat
